product_id,name,category,brand,sku,price,cost,stock_quantity,created_at
493,Synergistic client-driven implementation,Health & Beauty,"Brown, David and Fowler",SKU-00493,39.12,22.93,792,2025-08-11
494,Open-architected analyzing software,Toys & Games,Ramos-Fuller,SKU-00494,158.8,69.01,8,2025-04-05
495,Operative optimizing interface,Apparel,"Brown, David and Fowler",SKU-00495,104.33,65.26,757,2023-05-04
496,Cross-group 3rdgeneration neural-net,Sports & Outdoors,Mitchell and Sons,SKU-00496,125.08,68.46,791,2024-01-08
497,Adaptive systematic encoding,Toys & Games,"Ortiz, Brown and Clayton",SKU-00497,101.73,77.33,154,2025-07-11
498,Assimilated value-added open system,Electronics,"Coleman, Hughes and Davis",SKU-00498,466.54,191.08,354,2023-08-21
499,Switchable solution-oriented secured line,Books,Baker and Sons,SKU-00499,420.59,315.81,1,2024-11-24
500,Object-based mission-critical data-warehouse,Toys & Games,"Brown, David and Fowler",SKU-00500,330.37,244.34,106,2024-08-15
501,Ameliorated zero-defect moderator,Home & Kitchen,Mitchell and Sons,SKU-00501,267.26,132.37,984,2024-08-23
502,Focused demand-driven data-warehouse,Electronics,Johnson PLC,SKU-00502,486.42,222.27,95,2025-05-07
503,Right-sized secondary hardware,Electronics,Barrera-Green,SKU-00503,461.03,349.88,422,2023-01-21
504,Object-based hybrid standardization,Books,Brock PLC,SKU-00504,448.31,261.54,594,2024-08-03
505,Stand-alone modular interface,Electronics,Morris PLC,SKU-00505,255.19,167.12,76,2022-11-27
506,Universal global help-desk,Sports & Outdoors,"Velasquez, Vega and Kerr",SKU-00506,286.07,164.2,242,2022-12-14
507,Progressive secondary algorithm,Apparel,Morris PLC,SKU-00507,134.19,70.58,717,2025-08-17
508,Automated global application,Toys & Games,Johnson PLC,SKU-00508,369.0,194.55,239,2025-10-03
509,Robust actuating neural-net,Electronics,"Henry, Roberts and Smith",SKU-00509,472.06,214.53,111,2023-10-18
510,Balanced intangible product,Home & Kitchen,Baker and Sons,SKU-00510,57.3,33.22,416,2025-07-07
511,Enterprise-wide high-level application,Electronics,"Gallagher, Miller and Cortez",SKU-00511,270.28,212.4,462,2025-10-23
512,Triple-buffered optimizing task-force,Apparel,Brock PLC,SKU-00512,234.36,173.66,161,2025-01-06
513,Automated grid-enabled hub,Toys & Games,Mitchell-Turner,SKU-00513,344.6,251.75,41,2024-09-13
514,Implemented fault-tolerant website,Home & Kitchen,Brock PLC,SKU-00514,418.78,222.42,728,2023-03-14
515,Reduced object-oriented synergy,Home & Kitchen,"Cooper, Cohen and Garrison",SKU-00515,484.36,270.51,693,2024-02-04
516,Vision-oriented asymmetric capacity,Apparel,Fowler-Day,SKU-00516,133.78,106.53,974,2023-12-24
517,Extended intangible architecture,Health & Beauty,"Coleman, Hughes and Davis",SKU-00517,428.03,266.4,255,2024-07-15
518,Business-focused holistic access,Electronics,"Velasquez, Vega and Kerr",SKU-00518,233.71,168.64,124,2025-11-04
519,Enterprise-wide radical productivity,Electronics,"Ortiz, Brown and Clayton",SKU-00519,35.53,25.31,133,2025-05-09
520,Seamless 6thgeneration intranet,Home & Kitchen,Brock PLC,SKU-00520,412.72,226.54,596,2024-07-25
521,Cross-group optimal capability,Sports & Outdoors,Fowler-Day,SKU-00521,133.12,96.53,66,2025-07-20
522,Profit-focused bifurcated support,Home & Kitchen,"Velasquez, Vega and Kerr",SKU-00522,451.74,260.82,94,2024-03-10
523,Seamless national database,Toys & Games,"Cooper, Cohen and Garrison",SKU-00523,415.53,221.32,964,2024-08-16
524,Proactive multi-state firmware,Health & Beauty,Schwartz PLC,SKU-00524,30.07,23.14,841,2025-06-18
525,Advanced disintermediate challenge,Books,Schwartz PLC,SKU-00525,200.52,82.57,176,2023-04-08
526,Organized leadingedge focus group,Apparel,Johnson PLC,SKU-00526,111.28,52.84,456,2025-04-07
527,Total background capability,Home & Kitchen,"Ortiz, Brown and Clayton",SKU-00527,22.15,14.35,662,2024-11-25
528,Optional leadingedge groupware,Apparel,Mitchell and Sons,SKU-00528,251.95,189.75,62,2024-06-12
529,Ameliorated system-worthy secured line,Electronics,"Gallagher, Miller and Cortez",SKU-00529,143.49,65.27,658,2023-01-16
530,Grass-roots content-based methodology,Toys & Games,"Coleman, Hughes and Davis",SKU-00530,265.28,173.04,813,2024-04-23
531,Stand-alone dedicated support,Electronics,Cabrera-Harris,SKU-00531,494.75,352.64,491,2023-04-26
532,Managed local help-desk,Sports & Outdoors,"Henry, Roberts and Smith",SKU-00532,391.81,210.64,514,2025-08-11
533,Synchronized clear-thinking conglomeration,Apparel,Baker and Sons,SKU-00533,197.25,93.09,611,2025-07-05
534,Inverse actuating structure,Home & Kitchen,Johnson PLC,SKU-00534,19.51,14.13,59,2025-02-27
535,Fully-configurable next generation infrastructure,Toys & Games,"Henry, Roberts and Smith",SKU-00535,495.81,303.32,238,2023-01-08
536,Exclusive optimal approach,Home & Kitchen,Johnson PLC,SKU-00536,54.57,36.17,546,2023-10-10
537,Optimized modular frame,Toys & Games,"Ortiz, Brown and Clayton",SKU-00537,396.66,275.61,589,2025-03-25
538,Optimized leadingedge hierarchy,Toys & Games,Hamilton PLC,SKU-00538,491.42,272.92,180,2024-07-20
539,Phased holistic database,Home & Kitchen,Cabrera-Harris,SKU-00539,298.3,215.52,935,2024-04-01
540,Compatible foreground encryption,Sports & Outdoors,"Henry, Roberts and Smith",SKU-00540,18.96,12.9,577,2023-12-20
541,Switchable tangible methodology,Home & Kitchen,Mitchell and Sons,SKU-00541,283.74,134.86,555,2024-01-29
542,Exclusive radical challenge,Apparel,"Cooper, Cohen and Garrison",SKU-00542,91.9,38.16,238,2024-12-24
543,Adaptive multi-state benchmark,Sports & Outdoors,Fowler-Day,SKU-00543,113.31,69.18,339,2023-08-06
544,Centralized logistical moratorium,Sports & Outdoors,Hamilton PLC,SKU-00544,104.72,47.35,940,2023-01-22
545,Virtual transitional algorithm,Toys & Games,Fowler-Day,SKU-00545,422.92,223.91,151,2023-10-02
546,Proactive needs-based array,Sports & Outdoors,Davis-Martinez,SKU-00546,353.82,161.58,866,2022-11-17
547,Customizable 24hour encryption,Sports & Outdoors,Cabrera-Harris,SKU-00547,431.03,338.02,721,2025-07-25
548,Digitized 24hour middleware,Books,"Brown, David and Fowler",SKU-00548,200.82,88.44,330,2023-07-08
549,Front-line eco-centric attitude,Home & Kitchen,Schwartz PLC,SKU-00549,488.05,338.19,810,2024-08-04
550,Advanced radical software,Books,Hamilton PLC,SKU-00550,480.53,316.99,724,2025-06-25
551,Assimilated object-oriented Local Area Network,Sports & Outdoors,Cabrera-Harris,SKU-00551,348.31,268.73,228,2024-05-06
552,Pre-emptive tertiary model,Books,"Brown, David and Fowler",SKU-00552,296.53,139.41,751,2025-02-21
553,Multi-channeled bifurcated initiative,Books,Fowler-Day,SKU-00553,150.79,71.03,971,2024-07-25
554,Configurable non-volatile adapter,Books,"Henry, Roberts and Smith",SKU-00554,474.61,264.19,33,2024-12-27
555,Object-based empowering function,Home & Kitchen,Mitchell-Turner,SKU-00555,303.18,232.97,226,2024-01-01
556,Right-sized actuating focus group,Books,"Velasquez, Vega and Kerr",SKU-00556,284.95,220.74,339,2023-10-27
557,Reverse-engineered executive synergy,Books,Baker and Sons,SKU-00557,43.51,23.44,171,2025-09-21
558,Triple-buffered impactful structure,Books,Baker and Sons,SKU-00558,443.23,193.02,457,2023-03-10
559,Optional secondary circuit,Electronics,Brock PLC,SKU-00559,136.28,68.11,358,2023-05-27
560,Team-oriented composite Local Area Network,Apparel,"Cooper, Cohen and Garrison",SKU-00560,394.57,271.53,395,2025-10-20
561,Organic clear-thinking Internet solution,Health & Beauty,Schwartz PLC,SKU-00561,367.63,289.56,504,2023-04-25
562,Ameliorated global flexibility,Health & Beauty,Mitchell and Sons,SKU-00562,178.86,98.4,807,2025-08-16
563,Automated composite success,Toys & Games,"Ortiz, Brown and Clayton",SKU-00563,291.14,204.76,166,2024-06-28
564,Ameliorated value-added contingency,Health & Beauty,"Brown, David and Fowler",SKU-00564,41.49,30.63,20,2025-02-03
565,Streamlined exuding utilization,Apparel,Baker and Sons,SKU-00565,134.26,59.33,174,2024-08-15
566,Multi-channeled uniform groupware,Health & Beauty,Brock PLC,SKU-00566,84.65,36.4,346,2025-05-10
567,Digitized background strategy,Sports & Outdoors,Fowler-Day,SKU-00567,492.71,373.12,441,2025-02-14
568,Reverse-engineered foreground info-mediaries,Books,Hamilton PLC,SKU-00568,86.67,65.51,54,2025-03-03
569,Profit-focused impactful extranet,Electronics,Schwartz PLC,SKU-00569,168.89,133.38,713,2025-07-11
570,Re-engineered didactic core,Sports & Outdoors,Johnson PLC,SKU-00570,362.41,250.78,676,2025-09-17
571,Reduced local focus group,Apparel,Morris PLC,SKU-00571,152.21,66.72,585,2024-05-14
572,Ergonomic real-time architecture,Sports & Outdoors,Cabrera-Harris,SKU-00572,420.73,194.14,3,2025-02-17
573,Balanced context-sensitive emulation,Health & Beauty,Mitchell-Turner,SKU-00573,48.38,35.3,491,2025-03-03
574,Implemented next generation intranet,Home & Kitchen,"Brown, David and Fowler",SKU-00574,53.01,25.59,1000,2024-08-12
575,Configurable zero tolerance productivity,Electronics,Morris PLC,SKU-00575,239.42,106.83,482,2024-02-28
576,Innovative eco-centric definition,Health & Beauty,"Coleman, Hughes and Davis",SKU-00576,447.96,226.67,396,2023-10-28
577,Synchronized systematic throughput,Home & Kitchen,Hamilton PLC,SKU-00577,188.66,104.25,456,2024-09-29
578,Focused homogeneous throughput,Electronics,"Ortiz, Brown and Clayton",SKU-00578,135.33,79.31,857,2025-08-10
579,Stand-alone 5thgeneration process improvement,Apparel,Davis-Martinez,SKU-00579,284.3,130.91,87,2023-02-18
580,Profound full-range intranet,Books,"Henry, Roberts and Smith",SKU-00580,175.18,108.01,232,2024-04-24
581,Face-to-face zero-defect support,Sports & Outdoors,Barrera-Green,SKU-00581,35.19,19.52,428,2024-11-09
582,Robust fault-tolerant intranet,Sports & Outdoors,"Henry, Roberts and Smith",SKU-00582,345.1,267.3,902,2024-07-15
583,Versatile didactic benchmark,Home & Kitchen,"Cooper, Cohen and Garrison",SKU-00583,240.75,103.9,514,2025-02-12
584,Universal didactic projection,Sports & Outdoors,Mitchell-Turner,SKU-00584,450.73,324.61,150,2023-12-15
585,Enterprise-wide tertiary orchestration,Electronics,Hamilton PLC,SKU-00585,474.88,275.25,995,2022-12-08
586,Advanced cohesive forecast,Home & Kitchen,Schwartz PLC,SKU-00586,405.19,182.53,80,2025-05-24
587,Down-sized secondary matrix,Books,"Velasquez, Vega and Kerr",SKU-00587,220.52,176.18,854,2025-02-25
588,Mandatory cohesive customer loyalty,Sports & Outdoors,Brock PLC,SKU-00588,132.65,101.39,89,2024-02-15
589,Open-architected uniform protocol,Health & Beauty,Johnson PLC,SKU-00589,280.4,174.08,532,2023-03-15
590,Intuitive asymmetric utilization,Health & Beauty,Mitchell-Turner,SKU-00590,459.0,185.87,601,2023-07-20
591,Customizable web-enabled interface,Sports & Outdoors,"Velasquez, Vega and Kerr",SKU-00591,391.93,174.41,151,2024-12-17
592,Open-architected user-facing ability,Sports & Outdoors,Davis-Martinez,SKU-00592,296.03,208.21,947,2025-02-03
593,Robust incremental analyzer,Electronics,"Brown, David and Fowler",SKU-00593,283.53,124.87,888,2023-03-31
594,Ameliorated homogeneous interface,Sports & Outdoors,Johnson PLC,SKU-00594,440.67,331.01,392,2024-03-20
595,Profit-focused regional knowledge user,Books,"Cooper, Cohen and Garrison",SKU-00595,245.36,157.91,176,2025-01-01
596,Synergistic cohesive strategy,Apparel,Morris PLC,SKU-00596,204.47,132.35,39,2024-03-10
597,De-engineered user-facing hub,Health & Beauty,"Ortiz, Brown and Clayton",SKU-00597,445.34,237.19,50,2024-08-29
598,Multi-lateral neutral capacity,Books,Cabrera-Harris,SKU-00598,240.23,121.9,20,2025-04-27
599,Extended next generation groupware,Apparel,Johnson PLC,SKU-00599,409.61,213.5,863,2023-12-08
600,Total scalable analyzer,Health & Beauty,"Ortiz, Brown and Clayton",SKU-00600,429.83,289.68,137,2025-07-16
